device_id,device_type,os
18430,Mobile,iOS
18431,Mobile,Android
18432,Mobile,Android
18433,Mobile,Android
18434,Desktop,Windows
18435,Mobile,iOS
18436,Desktop,iOS
18437,Tablet,macOS
18438,Mobile,Android
18439,Desktop,macOS
18440,Mobile,Android
18441,Mobile,Android
18442,Desktop,iOS
18443,Tablet,Windows
18444,Desktop,iOS
18445,Desktop,macOS
18446,Desktop,iOS
18447,Mobile,iOS
18448,Desktop,iOS
18449,Desktop,Windows
18450,Mobile,Android
18451,Mobile,Android
18452,Desktop,macOS
18453,Desktop,macOS
18454,Mobile,iOS
18455,Mobile,iOS
18456,Mobile,iOS
18457,Mobile,Android
18458,Mobile,Windows
18459,Desktop,macOS
18460,Mobile,Android
18461,Mobile,Android
18462,Desktop,iOS
18463,Mobile,Android
18464,Mobile,Android
18465,Desktop,Android
18466,Mobile,iOS
18467,Desktop,macOS
18468,Desktop,Windows
18469,Mobile,Android
18470,Desktop,Android
18471,Mobile,iOS
18472,Mobile,Windows
18473,Mobile,Android
18474,Mobile,iOS
18475,Desktop,Android
18476,Desktop,Android
18477,Mobile,Android
18478,Desktop,Android
18479,Mobile,Android
18480,Tablet,Android
18481,Tablet,Android
18482,Mobile,Android
18483,Mobile,iOS
18484,Mobile,Windows
18485,Mobile,iOS
18486,Mobile,macOS
18487,Desktop,Android
18488,Desktop,Windows
18489,Mobile,Android
18490,Desktop,macOS
18491,Mobile,Android
18492,Mobile,iOS
18493,Desktop,Android
18494,Mobile,Android
18495,Mobile,Android
18496,Tablet,iOS
18497,Mobile,macOS
18498,Mobile,Android
18499,Mobile,Windows
18500,Mobile,Android
18501,Desktop,macOS
18502,Desktop,Windows
18503,Desktop,Android
18504,Mobile,Android
18505,Mobile,iOS
18506,Desktop,iOS
18507,Tablet,Windows
18508,Mobile,Android
18509,Mobile,Android
18510,Desktop,iOS
18511,Desktop,iOS
18512,Mobile,Windows
18513,Mobile,iOS
18514,Desktop,Android
18515,Mobile,Windows
18516,Mobile,Android
18517,Mobile,Windows
18518,Mobile,iOS
18519,Tablet,Windows
18520,Desktop,Windows
18521,Mobile,Android
18522,Desktop,Windows
18523,Tablet,iOS
18524,Mobile,Android
18525,Mobile,Android
18526,Mobile,Android
18527,Tablet,Android
18528,Mobile,Android
18529,Desktop,macOS
18530,Mobile,Android
18531,Mobile,iOS
18532,Desktop,Android
18533,Mobile,iOS
18534,Mobile,Android
18535,Desktop,Android
18536,Desktop,Android
18537,Mobile,Windows
18538,Desktop,Android
18539,Mobile,iOS
18540,Mobile,Windows
18541,Desktop,Android
18542,Mobile,iOS
18543,Mobile,Android
18544,Mobile,Windows
18545,Desktop,iOS
18546,Desktop,macOS
18547,Desktop,Windows
18548,Desktop,Android
18549,Desktop,iOS
18550,Mobile,Android
18551,Desktop,iOS
18552,Mobile,Android
18553,Mobile,Android
18554,Mobile,iOS
18555,Mobile,Android
18556,Desktop,Android
18557,Mobile,iOS
18558,Desktop,macOS
18559,Mobile,Android
18560,Mobile,iOS
18561,Mobile,Android
18562,Desktop,Windows
18563,Desktop,Windows
18564,Mobile,Android
18565,Desktop,Windows
18566,Desktop,Windows
18567,Desktop,Windows
18568,Tablet,iOS
18569,Desktop,Android
18570,Desktop,macOS
18571,Mobile,Windows
18572,Desktop,Windows
18573,Mobile,Windows
18574,Mobile,macOS
18575,Mobile,iOS
18576,Desktop,macOS
18577,Mobile,Windows
18578,Mobile,Android
18579,Mobile,Android
18580,Desktop,Android
18581,Desktop,Android
18582,Desktop,iOS
18583,Mobile,Android
18584,Mobile,Android
18585,Mobile,iOS
18586,Mobile,Android
18587,Mobile,iOS
18588,Desktop,Android
18589,Tablet,iOS
18590,Mobile,Android
18591,Mobile,Android
18592,Desktop,iOS
18593,Tablet,Android
18594,Mobile,Android
18595,Mobile,iOS
18596,Desktop,iOS
18597,Mobile,iOS
18598,Tablet,Windows
18599,Mobile,iOS
18600,Mobile,Windows
18601,Desktop,iOS
18602,Desktop,Windows
18603,Mobile,Windows
18604,Mobile,Android
18605,Mobile,Android
18606,Mobile,Android
18607,Mobile,Android
18608,Mobile,iOS
18609,Tablet,Windows
18610,Mobile,Android
18611,Desktop,Android
18612,Mobile,Android
18613,Tablet,iOS
18614,Mobile,macOS
18615,Mobile,Android
18616,Mobile,iOS
18617,Mobile,Android
18618,Mobile,Android
18619,Desktop,iOS
18620,Mobile,Android
18621,Desktop,Windows
18622,Desktop,Android
18623,Mobile,Windows
18624,Mobile,Windows
18625,Mobile,Android
18626,Mobile,Android
18627,Mobile,iOS
18628,Desktop,iOS
18629,Mobile,Windows
18630,Mobile,Android
18631,Desktop,iOS
18632,Mobile,Android
18633,Mobile,Android
18634,Mobile,macOS
18635,Desktop,Android
18636,Desktop,Android
18637,Tablet,Windows
18638,Mobile,Android
18639,Mobile,Android
18640,Mobile,Windows
18641,Desktop,Android
18642,Mobile,Windows
18643,Desktop,Windows
18644,Mobile,macOS
18645,Desktop,Android
18646,Mobile,Android
18647,Mobile,Windows
18648,Desktop,iOS
18649,Mobile,Android
18650,Mobile,iOS
18651,Desktop,iOS
18652,Mobile,iOS
18653,Desktop,iOS
18654,Desktop,Windows
18655,Desktop,macOS
18656,Desktop,iOS
18657,Mobile,Android
18658,Mobile,iOS
18659,Desktop,Android
18660,Desktop,Android
18661,Desktop,macOS
18662,Mobile,Android
18663,Mobile,iOS
18664,Tablet,Android
18665,Tablet,macOS
18666,Mobile,iOS
18667,Mobile,Windows
18668,Mobile,Android
18669,Mobile,iOS
18670,Mobile,iOS
18671,Desktop,iOS
18672,Mobile,iOS
18673,Desktop,Android
18674,Desktop,Windows
18675,Desktop,Android
18676,Tablet,iOS
18677,Mobile,Android
18678,Tablet,Android
18679,Mobile,Android
18680,Mobile,iOS
18681,Mobile,Android
18682,Mobile,Android
18683,Tablet,iOS
18684,Desktop,iOS
18685,Mobile,iOS
18686,Mobile,iOS
18687,Tablet,Android
18688,Desktop,iOS
18689,Desktop,Android
18690,Mobile,iOS
18691,Desktop,Android
18692,Desktop,macOS
18693,Tablet,iOS
18694,Mobile,iOS
18695,Mobile,Windows
18696,Desktop,Windows
18697,Desktop,macOS
18698,Tablet,macOS
18699,Mobile,macOS
18700,Desktop,iOS
18701,Desktop,macOS
18702,Mobile,Android
18703,Mobile,Android
18704,Tablet,Windows
18705,Mobile,Android
18706,Mobile,iOS
18707,Mobile,iOS
18708,Desktop,Android
18709,Desktop,Windows
18710,Mobile,Android
18711,Mobile,Windows
18712,Tablet,Windows
18713,Mobile,Android
18714,Mobile,Android
18715,Mobile,iOS
18716,Mobile,Android
18717,Desktop,Android
18718,Mobile,iOS
18719,Mobile,Windows
18720,Mobile,Android
18721,Mobile,Android
18722,Mobile,iOS
18723,Mobile,iOS
18724,Desktop,Windows
18725,Mobile,Windows
18726,Mobile,Android
18727,Desktop,macOS
18728,Mobile,Android
18729,Mobile,Android
18730,Mobile,Android
18731,Mobile,iOS
18732,Mobile,Windows
18733,Mobile,macOS
18734,Tablet,Windows
18735,Mobile,Windows
18736,Mobile,Android
18737,Mobile,Android
18738,Desktop,Android
18739,Tablet,iOS
18740,Desktop,Android
18741,Desktop,Android
18742,Mobile,Android
18743,Tablet,Android
18744,Desktop,iOS
18745,Mobile,macOS
18746,Desktop,Android
18747,Mobile,iOS
18748,Mobile,Windows
18749,Desktop,Windows
18750,Desktop,macOS
18751,Mobile,Android
18752,Mobile,Windows
18753,Mobile,Windows
18754,Mobile,Windows
18755,Desktop,iOS
18756,Desktop,Android
18757,Mobile,Android
18758,Mobile,iOS
18759,Desktop,iOS
18760,Mobile,Android
18761,Mobile,Android
18762,Mobile,iOS
18763,Desktop,Android
18764,Mobile,Android
18765,Tablet,Android
18766,Mobile,Android
18767,Mobile,iOS
18768,Mobile,iOS
18769,Desktop,Android
18770,Mobile,macOS
18771,Mobile,Android
18772,Mobile,macOS
18773,Mobile,Android
18774,Mobile,Windows
18775,Mobile,iOS
18776,Mobile,Windows
18777,Desktop,Android
18778,Mobile,Android
18779,Mobile,macOS
18780,Tablet,Android
18781,Mobile,Android
18782,Mobile,macOS
18783,Tablet,iOS
18784,Mobile,Windows
18785,Mobile,iOS
18786,Desktop,iOS
18787,Mobile,iOS
18788,Desktop,iOS
18789,Mobile,Windows
18790,Mobile,Android
18791,Mobile,iOS
18792,Mobile,Android
18793,Mobile,iOS
18794,Desktop,Android
18795,Mobile,Android
18796,Desktop,iOS
18797,Desktop,Android
18798,Mobile,Windows
18799,Tablet,iOS
18800,Desktop,Android
18801,Mobile,Android
18802,Tablet,iOS
18803,Mobile,Android
18804,Mobile,iOS
18805,Mobile,iOS
18806,Desktop,iOS
18807,Tablet,Windows
18808,Desktop,Windows
18809,Mobile,Android
18810,Desktop,Windows
18811,Desktop,Android
18812,Desktop,Windows
18813,Mobile,Windows
18814,Mobile,Windows
18815,Desktop,macOS
18816,Mobile,Android
18817,Desktop,Android
18818,Desktop,Windows
18819,Mobile,Windows
18820,Mobile,Android
18821,Mobile,iOS
18822,Desktop,iOS
18823,Mobile,Android
18824,Mobile,macOS
18825,Mobile,Windows
18826,Mobile,Windows
18827,Desktop,iOS
18828,Mobile,Android
18829,Desktop,Windows
18830,Mobile,Android
18831,Mobile,iOS
18832,Mobile,Android
18833,Mobile,iOS
18834,Desktop,iOS
18835,Tablet,Android
18836,Tablet,Android
18837,Mobile,Android
18838,Desktop,iOS
18839,Desktop,Android
18840,Mobile,Android
18841,Mobile,Android
18842,Tablet,Android
18843,Mobile,iOS
18844,Mobile,macOS
18845,Mobile,iOS
18846,Tablet,macOS
18847,Desktop,iOS
18848,Mobile,iOS
18849,Desktop,macOS
18850,Desktop,Android
18851,Tablet,Windows
18852,Mobile,iOS
18853,Mobile,Android
18854,Mobile,Android
18855,Mobile,Android
18856,Mobile,Android
18857,Mobile,Android
18858,Mobile,iOS
18859,Desktop,iOS
18860,Mobile,iOS
18861,Mobile,Android
18862,Mobile,macOS
18863,Mobile,iOS
18864,Mobile,Android
18865,Desktop,Android
18866,Desktop,Android
18867,Desktop,Android
18868,Desktop,Android
18869,Mobile,Android
18870,Mobile,iOS
18871,Tablet,Android
18872,Mobile,iOS
18873,Desktop,iOS
18874,Desktop,Windows
18875,Desktop,Android
18876,Mobile,iOS
18877,Desktop,Android
18878,Mobile,macOS
18879,Desktop,iOS
18880,Desktop,Android
18881,Tablet,Android
18882,Mobile,Android
18883,Mobile,macOS
18884,Mobile,iOS
18885,Mobile,Windows
18886,Mobile,iOS
18887,Desktop,Windows
18888,Desktop,Android
18889,Desktop,Windows
18890,Mobile,iOS
18891,Mobile,Android
18892,Mobile,Android
18893,Mobile,Android
18894,Mobile,Android
18895,Desktop,macOS
18896,Mobile,Android
18897,Mobile,Android
18898,Desktop,Windows
18899,Desktop,Android
18900,Desktop,iOS
18901,Mobile,Android
18902,Mobile,iOS
18903,Mobile,iOS
18904,Mobile,Android
18905,Mobile,iOS
18906,Desktop,Windows
18907,Mobile,Android
18908,Mobile,iOS
18909,Mobile,iOS
18910,Mobile,Windows
18911,Mobile,Android
18912,Mobile,iOS
18913,Mobile,Android
18914,Desktop,Windows
18915,Mobile,Windows
18916,Mobile,Android
18917,Mobile,Android
18918,Mobile,Windows
18919,Tablet,Android
18920,Mobile,Android
18921,Mobile,iOS
18922,Desktop,Android
18923,Mobile,Windows
18924,Mobile,iOS
18925,Mobile,iOS
18926,Desktop,Android
18927,Desktop,Android
18928,Mobile,iOS
18929,Mobile,Android
18930,Mobile,Android
18931,Desktop,iOS
18932,Mobile,Android
18933,Desktop,iOS
18934,Mobile,Android
18935,Desktop,Android
18936,Mobile,Android
18937,Mobile,Android
18938,Mobile,Windows
18939,Desktop,Android
18940,Tablet,iOS
18941,Mobile,iOS
18942,Mobile,Android
18943,Mobile,Windows
18944,Mobile,iOS
18945,Mobile,Windows
18946,Mobile,Windows
18947,Desktop,Android
18948,Desktop,Android
18949,Mobile,iOS
18950,Mobile,iOS
18951,Mobile,macOS
18952,Mobile,Android
18953,Desktop,Windows
18954,Mobile,Android
18955,Tablet,iOS
18956,Desktop,Android
18957,Mobile,Windows
18958,Desktop,Android
18959,Mobile,Android
18960,Mobile,iOS
18961,Mobile,Android
18962,Mobile,Windows
18963,Desktop,iOS
18964,Mobile,macOS
18965,Mobile,Android
18966,Mobile,Windows
18967,Mobile,Windows
18968,Desktop,Android
18969,Desktop,Windows
18970,Mobile,Windows
18971,Mobile,macOS
18972,Mobile,Android
18973,Mobile,Android
18974,Mobile,iOS
18975,Mobile,Android
18976,Mobile,Windows
18977,Mobile,iOS
18978,Tablet,Android
18979,Desktop,Android
18980,Mobile,Android
18981,Mobile,Android
18982,Tablet,Android
18983,Desktop,iOS
18984,Mobile,Windows
18985,Mobile,iOS
18986,Mobile,macOS
18987,Desktop,Android
18988,Mobile,Android
18989,Mobile,Android
18990,Tablet,Windows
18991,Mobile,iOS
18992,Mobile,iOS
18993,Mobile,Android
18994,Mobile,Windows
18995,Mobile,Android
18996,Mobile,Android
18997,Mobile,macOS
18998,Mobile,Windows
18999,Desktop,Android
19000,Mobile,iOS
19001,Mobile,Android
19002,Desktop,Android
19003,Desktop,macOS
19004,Mobile,Android
19005,Mobile,Android
19006,Mobile,Android
19007,Mobile,iOS
19008,Mobile,iOS
19009,Desktop,Android
19010,Mobile,Android
19011,Mobile,Windows
19012,Mobile,iOS
19013,Desktop,Windows
19014,Mobile,Android
19015,Desktop,Android
19016,Desktop,macOS
19017,Mobile,iOS
19018,Mobile,Android
19019,Desktop,iOS
19020,Desktop,Windows
19021,Mobile,Android
19022,Mobile,Windows
19023,Mobile,Windows
19024,Desktop,Android
19025,Tablet,macOS
19026,Mobile,macOS
19027,Mobile,Windows
19028,Mobile,iOS
19029,Mobile,Windows
19030,Mobile,Android
19031,Mobile,iOS
19032,Mobile,Android
19033,Mobile,macOS
19034,Mobile,Windows
19035,Mobile,iOS
19036,Desktop,Android
19037,Mobile,Windows
19038,Mobile,Android
19039,Desktop,iOS
19040,Mobile,iOS
19041,Mobile,Windows
19042,Mobile,Android
19043,Mobile,iOS
19044,Mobile,macOS
19045,Mobile,Android
19046,Desktop,iOS
19047,Desktop,iOS
19048,Mobile,Android
19049,Mobile,Android
19050,Mobile,iOS
19051,Mobile,Android
19052,Tablet,Windows
19053,Mobile,Windows
19054,Mobile,iOS
19055,Desktop,Windows
19056,Mobile,Android
19057,Desktop,iOS
19058,Desktop,Android
19059,Desktop,Android
19060,Mobile,iOS
19061,Mobile,Android
19062,Mobile,Android
19063,Desktop,Windows
19064,Desktop,Windows
19065,Desktop,Windows
19066,Mobile,iOS
19067,Mobile,Windows
19068,Mobile,Windows
19069,Desktop,Android
19070,Mobile,Windows
19071,Mobile,Android
19072,Mobile,Android
19073,Mobile,iOS
19074,Mobile,iOS
19075,Mobile,Windows
19076,Mobile,iOS
19077,Mobile,Android
19078,Mobile,iOS
19079,Desktop,Android
19080,Mobile,macOS
19081,Mobile,iOS
19082,Desktop,Windows
19083,Mobile,Android
19084,Mobile,Windows
19085,Mobile,Android
19086,Tablet,macOS
19087,Mobile,Android
19088,Desktop,iOS
19089,Mobile,Windows
19090,Mobile,Android
19091,Mobile,Windows
19092,Mobile,Android
19093,Tablet,Android
19094,Mobile,Windows
19095,Mobile,iOS
19096,Mobile,iOS
19097,Mobile,Android
19098,Mobile,macOS
19099,Tablet,macOS
19100,Desktop,Android
19101,Mobile,Windows
19102,Desktop,Android
19103,Mobile,Windows
19104,Mobile,Android
19105,Tablet,Android
19106,Tablet,macOS
19107,Desktop,Windows
19108,Mobile,Android
19109,Mobile,iOS
19110,Desktop,iOS
19111,Mobile,Android
19112,Mobile,Android
19113,Mobile,Android
19114,Mobile,Windows
19115,Mobile,Windows
19116,Mobile,macOS
19117,Mobile,Android
19118,Desktop,iOS
19119,Desktop,Windows
19120,Mobile,iOS
19121,Tablet,iOS
19122,Desktop,Android
19123,Desktop,Android
19124,Mobile,iOS
19125,Desktop,iOS
19126,Mobile,macOS
19127,Mobile,Android
19128,Desktop,iOS
19129,Desktop,macOS
19130,Mobile,Windows
19131,Mobile,Windows
19132,Mobile,Android
19133,Desktop,iOS
19134,Mobile,Android
19135,Desktop,macOS
19136,Mobile,Android
19137,Mobile,Android
19138,Mobile,Android
19139,Mobile,Windows
19140,Mobile,iOS
19141,Mobile,iOS
19142,Tablet,iOS
19143,Mobile,iOS
19144,Mobile,iOS
19145,Desktop,iOS
19146,Desktop,iOS
19147,Mobile,macOS
19148,Desktop,Windows
19149,Mobile,Windows
19150,Mobile,Android
19151,Desktop,Windows
19152,Mobile,Android
19153,Desktop,Android
19154,Desktop,Windows
19155,Mobile,iOS
19156,Desktop,iOS
19157,Desktop,iOS
19158,Mobile,Android
19159,Desktop,iOS
19160,Mobile,Android
19161,Mobile,Windows
19162,Mobile,Android
19163,Desktop,Windows
19164,Mobile,iOS
19165,Desktop,iOS
19166,Mobile,iOS
19167,Mobile,iOS
19168,Mobile,iOS
19169,Mobile,iOS
19170,Desktop,Android
19171,Mobile,Windows
19172,Mobile,macOS
19173,Mobile,iOS
19174,Desktop,Android
19175,Desktop,Android
19176,Mobile,Windows
19177,Mobile,Windows
19178,Mobile,Android
19179,Mobile,Android
19180,Mobile,Android
19181,Mobile,macOS
19182,Mobile,Android
19183,Desktop,Windows
19184,Desktop,Android
19185,Mobile,Android
19186,Desktop,iOS
19187,Desktop,Android
19188,Mobile,iOS
19189,Mobile,iOS
19190,Mobile,iOS
19191,Desktop,Windows
19192,Mobile,iOS
19193,Mobile,Android
19194,Desktop,Windows
19195,Desktop,iOS
19196,Mobile,Android
19197,Desktop,Android
19198,Mobile,Android
19199,Mobile,iOS
19200,Tablet,iOS
19201,Mobile,iOS
19202,Mobile,Android
19203,Desktop,Android
19204,Desktop,macOS
19205,Mobile,Android
19206,Desktop,iOS
19207,Mobile,Android
19208,Mobile,iOS
19209,Mobile,Windows
19210,Desktop,Android
19211,Mobile,macOS
19212,Desktop,iOS
19213,Desktop,Android
19214,Mobile,Android
19215,Mobile,iOS
19216,Mobile,iOS
19217,Tablet,Android
19218,Mobile,Android
19219,Mobile,iOS
19220,Mobile,Windows
19221,Desktop,macOS
19222,Desktop,Windows
19223,Desktop,Android
19224,Mobile,macOS
19225,Desktop,Android
19226,Mobile,Android
19227,Mobile,Android
19228,Desktop,iOS
19229,Tablet,iOS
19230,Mobile,iOS
19231,Mobile,Windows
19232,Mobile,Android
19233,Mobile,Windows
19234,Mobile,Windows
19235,Mobile,iOS
19236,Mobile,Android
19237,Desktop,Windows
19238,Desktop,Windows
19239,Mobile,Android
19240,Mobile,Android
19241,Mobile,Android
19242,Mobile,Android
19243,Mobile,Android
19244,Mobile,macOS
19245,Desktop,Android
19246,Tablet,Android
19247,Desktop,Windows
19248,Mobile,macOS
19249,Tablet,Windows
19250,Mobile,Android
19251,Mobile,Windows
19252,Desktop,Windows
19253,Desktop,iOS
19254,Tablet,macOS
19255,Mobile,Windows
19256,Desktop,iOS
19257,Desktop,iOS
19258,Tablet,Android
19259,Desktop,Windows
19260,Mobile,iOS
19261,Mobile,Android
19262,Mobile,Windows
19263,Mobile,iOS
19264,Mobile,Android
19265,Mobile,iOS
19266,Desktop,Android
19267,Mobile,iOS
19268,Mobile,Android
19269,Mobile,macOS
19270,Mobile,macOS
19271,Tablet,iOS
19272,Desktop,iOS
19273,Desktop,iOS
19274,Mobile,Android
19275,Mobile,Android
19276,Mobile,macOS
19277,Desktop,iOS
19278,Mobile,Android
19279,Desktop,iOS
19280,Mobile,Windows
19281,Mobile,iOS
19282,Mobile,Windows
19283,Mobile,iOS
19284,Mobile,Windows
19285,Desktop,Android
19286,Mobile,Windows
19287,Mobile,macOS
19288,Mobile,Android
19289,Desktop,Android
19290,Tablet,Android
19291,Mobile,iOS
19292,Desktop,iOS
19293,Mobile,Android
19294,Mobile,iOS
19295,Mobile,iOS
19296,Desktop,iOS
19297,Mobile,iOS
19298,Desktop,Android
19299,Desktop,iOS
19300,Desktop,iOS
19301,Desktop,iOS
19302,Mobile,Android
19303,Mobile,Android
19304,Tablet,iOS
19305,Mobile,Windows
19306,Desktop,Windows
19307,Mobile,Windows
19308,Desktop,iOS
19309,Desktop,Windows
19310,Mobile,Windows
19311,Desktop,Android
19312,Mobile,iOS
19313,Desktop,iOS
19314,Mobile,Android
19315,Mobile,iOS
19316,Mobile,Android
19317,Mobile,Android
19318,Desktop,macOS
19319,Tablet,Android
19320,Mobile,iOS
19321,Mobile,Android
19322,Mobile,macOS
19323,Mobile,Android
19324,Mobile,iOS
19325,Tablet,Android
19326,Desktop,Windows
19327,Mobile,Android
19328,Mobile,Windows
19329,Mobile,macOS
19330,Mobile,iOS
19331,Mobile,Windows
19332,Mobile,Android
19333,Mobile,Android
19334,Mobile,Android
19335,Desktop,Windows
19336,Mobile,iOS
19337,Desktop,Windows
19338,Mobile,macOS
19339,Mobile,Android
19340,Desktop,Android
19341,Desktop,Android
19342,Tablet,Android
19343,Mobile,Android
19344,Desktop,Android
19345,Desktop,Android
19346,Mobile,Windows
19347,Desktop,iOS
19348,Mobile,Windows
19349,Desktop,Android
19350,Mobile,macOS
19351,Desktop,Android
19352,Mobile,Android
19353,Desktop,iOS
19354,Desktop,Android
19355,Mobile,Android
19356,Mobile,iOS
19357,Mobile,Windows
19358,Mobile,Android
19359,Mobile,iOS
19360,Desktop,Android
19361,Mobile,Windows
19362,Tablet,iOS
19363,Desktop,macOS
19364,Mobile,Windows
19365,Mobile,Android
19366,Desktop,Android
19367,Mobile,iOS
19368,Mobile,iOS
19369,Mobile,iOS
19370,Desktop,Windows
19371,Mobile,iOS
19372,Desktop,iOS
19373,Mobile,Android
19374,Mobile,Windows
19375,Mobile,iOS
19376,Mobile,Windows
19377,Mobile,macOS
19378,Desktop,iOS
19379,Mobile,Android
19380,Tablet,Android
19381,Mobile,macOS
19382,Desktop,iOS
19383,Mobile,Android
19384,Desktop,iOS
19385,Desktop,Android
19386,Mobile,Android
19387,Mobile,iOS
19388,Mobile,Android
19389,Mobile,Android
19390,Mobile,Android
19391,Desktop,Android
19392,Desktop,iOS
19393,Mobile,Android
19394,Mobile,iOS
19395,Mobile,iOS
19396,Desktop,Windows
19397,Tablet,Android
19398,Mobile,Android
19399,Desktop,Android
19400,Desktop,Android
19401,Desktop,Windows
19402,Desktop,Windows
19403,Mobile,Android
19404,Mobile,iOS
19405,Mobile,Android
19406,Desktop,Android
19407,Mobile,Windows
19408,Mobile,iOS
19409,Mobile,iOS
19410,Tablet,Android
19411,Mobile,iOS
19412,Mobile,iOS
19413,Mobile,Windows
19414,Desktop,Windows
19415,Mobile,iOS
19416,Mobile,Windows
19417,Mobile,Android
19418,Mobile,Android
19419,Mobile,Android
19420,Mobile,Windows
19421,Mobile,Android
19422,Mobile,Windows
19423,Desktop,iOS
19424,Mobile,Windows
19425,Desktop,iOS
19426,Desktop,Android
19427,Desktop,Android
19428,Mobile,iOS
19429,Mobile,Android
19430,Desktop,Android
19431,Desktop,Windows
19432,Mobile,macOS
19433,Mobile,Android
19434,Mobile,Windows
19435,Mobile,iOS
19436,Desktop,iOS
19437,Desktop,iOS
19438,Desktop,macOS
19439,Desktop,Android
19440,Mobile,iOS
19441,Desktop,macOS
19442,Mobile,iOS
19443,Desktop,Windows
19444,Desktop,Android
19445,Mobile,macOS
19446,Desktop,Windows
19447,Mobile,macOS
19448,Tablet,iOS
19449,Desktop,macOS
19450,Mobile,Android
19451,Desktop,iOS
19452,Desktop,Windows
19453,Mobile,Windows
19454,Mobile,iOS
19455,Desktop,Windows
19456,Tablet,iOS
19457,Mobile,Android
19458,Mobile,Android
19459,Mobile,Android
19460,Mobile,Android
19461,Mobile,iOS
19462,Desktop,iOS
19463,Mobile,Android
19464,Mobile,iOS
19465,Mobile,Android
19466,Tablet,Android
19467,Desktop,iOS
19468,Mobile,Android
19469,Tablet,iOS
19470,Tablet,Android
19471,Mobile,Android
19472,Desktop,Windows
19473,Tablet,iOS
19474,Desktop,iOS
19475,Desktop,Android
19476,Tablet,iOS
19477,Mobile,iOS
19478,Mobile,iOS
19479,Desktop,Android
19480,Mobile,Android
19481,Mobile,Android
19482,Mobile,iOS
19483,Mobile,Windows
19484,Desktop,Android
19485,Tablet,Android
19486,Mobile,Windows
19487,Mobile,Android
19488,Mobile,Android
19489,Mobile,Android
19490,Mobile,iOS
19491,Mobile,Android
19492,Mobile,macOS
19493,Mobile,iOS
19494,Mobile,Android
19495,Desktop,macOS
19496,Desktop,macOS
19497,Mobile,Android
19498,Mobile,Android
19499,Mobile,Windows
19500,Mobile,Android
19501,Tablet,iOS
19502,Desktop,Windows
19503,Tablet,iOS
19504,Desktop,Android
19505,Mobile,Android
19506,Mobile,macOS
19507,Mobile,iOS
19508,Mobile,Windows
19509,Desktop,macOS
19510,Mobile,Windows
19511,Desktop,Android
19512,Desktop,macOS
19513,Desktop,Windows
19514,Mobile,Windows
19515,Desktop,Android
19516,Tablet,Android
19517,Tablet,Windows
19518,Mobile,iOS
19519,Mobile,Android
19520,Mobile,Android
19521,Mobile,Android
19522,Desktop,iOS
19523,Desktop,iOS
19524,Mobile,iOS
19525,Tablet,iOS
19526,Desktop,Android
19527,Mobile,macOS
19528,Mobile,macOS
19529,Mobile,iOS
19530,Mobile,Android
19531,Desktop,Android
19532,Tablet,Android
19533,Mobile,iOS
19534,Mobile,iOS
19535,Mobile,Android
19536,Mobile,Android
19537,Mobile,Android
19538,Mobile,iOS
19539,Mobile,Android
19540,Desktop,Windows
19541,Mobile,macOS
19542,Desktop,iOS
19543,Desktop,Android
19544,Mobile,Windows
19545,Desktop,Android
19546,Mobile,iOS
19547,Mobile,macOS
19548,Mobile,macOS
19549,Mobile,iOS
19550,Desktop,Android
19551,Desktop,Android
19552,Mobile,Android
19553,Desktop,iOS
19554,Desktop,macOS
19555,Mobile,macOS
19556,Mobile,Windows
19557,Desktop,iOS
19558,Mobile,iOS
19559,Mobile,Windows
19560,Mobile,Android
19561,Mobile,Android
19562,Mobile,Android
19563,Desktop,Android
19564,Mobile,Android
19565,Tablet,Android
19566,Tablet,iOS
19567,Mobile,Windows
19568,Mobile,Android
19569,Mobile,iOS
19570,Mobile,iOS
19571,Mobile,macOS
19572,Mobile,iOS
19573,Desktop,iOS
19574,Mobile,Android
19575,Mobile,Windows
19576,Desktop,Android
19577,Desktop,Windows
19578,Desktop,iOS
19579,Mobile,iOS
19580,Mobile,Android
19581,Desktop,Android
19582,Mobile,Android
19583,Mobile,Windows
19584,Desktop,Android
19585,Desktop,Android
19586,Mobile,Android
19587,Mobile,Android
19588,Mobile,Android
19589,Tablet,macOS
19590,Desktop,Windows
19591,Mobile,Windows
19592,Mobile,iOS
19593,Mobile,Android
19594,Mobile,Windows
19595,Mobile,iOS
19596,Mobile,Android
19597,Mobile,Android
19598,Mobile,iOS
19599,Desktop,Windows
19600,Mobile,Windows
19601,Mobile,iOS
19602,Mobile,Android
19603,Desktop,Android
19604,Mobile,iOS
19605,Mobile,iOS
19606,Mobile,Android
19607,Mobile,Android
19608,Desktop,Android
19609,Desktop,Windows
19610,Desktop,iOS
19611,Tablet,Windows
19612,Mobile,iOS
19613,Mobile,Windows
19614,Mobile,Android
19615,Mobile,macOS
19616,Mobile,Windows
19617,Mobile,macOS
19618,Mobile,Windows
19619,Mobile,iOS
19620,Mobile,Windows
19621,Mobile,Android
19622,Mobile,Windows
19623,Mobile,Windows
19624,Desktop,iOS
19625,Mobile,Android
19626,Mobile,Android
19627,Desktop,iOS
19628,Mobile,macOS
19629,Desktop,Android
19630,Mobile,Windows
19631,Mobile,Android
19632,Desktop,Android
19633,Desktop,Windows
19634,Tablet,Windows
19635,Mobile,Windows
19636,Desktop,Android
