case_id,transaction_id,customer_id,case_open_date,case_severity,investigation_status,resolution_hours
6663,267730,35048,2025-08-01,Medium,Confirmed Fraud,5.4
6664,267738,19632,2026-06-13,Medium,Confirmed Fraud,5.8
6665,267765,46538,2026-02-13,Medium,False Positive,2.8
6666,267792,23544,2026-05-12,Low,Confirmed Fraud,20.6
6667,267799,43603,2026-02-13,Medium,Confirmed Fraud,8.0
6668,267820,30516,2025-12-29,Medium,Confirmed Fraud,2.2
6669,267864,25446,2025-03-25,Low,Confirmed Fraud,15.2
6670,267874,31015,2025-09-05,Medium,Confirmed Fraud,27.9
6671,267891,22018,2025-05-11,Critical,Confirmed Fraud,14.8
6672,268005,5367,2025-01-24,Medium,Confirmed Fraud,3.2
6673,268018,44870,2026-05-07,Low,Confirmed Fraud,15.9
6674,268058,28925,2026-02-04,High,Confirmed Fraud,24.3
6675,268104,25565,2026-12-20,Medium,Closed - No Fraud,9.9
6676,268126,2832,2026-09-14,Low,Confirmed Fraud,6.0
6677,268150,44091,2026-07-09,Medium,Confirmed Fraud,12.6
6678,268228,29101,2025-01-26,Low,False Positive,8.0
6679,268269,700,2025-03-06,High,Confirmed Fraud,10.3
6680,268281,13155,2025-06-11,High,Confirmed Fraud,17.0
6681,268332,5418,2026-06-23,High,Confirmed Fraud,11.7
6682,268345,25050,2026-03-26,High,False Positive,17.5
6683,268353,4796,2025-02-28,High,Confirmed Fraud,6.7
6684,268366,41209,2026-12-13,Medium,Confirmed Fraud,8.4
6685,268383,48801,2026-10-11,Critical,Confirmed Fraud,4.1
6686,268447,41819,2025-01-17,Medium,Confirmed Fraud,30.2
6687,268488,8635,2026-06-16,High,Confirmed Fraud,12.0
6688,268519,49785,2025-07-19,High,Confirmed Fraud,17.3
6689,268527,3112,2025-03-22,High,Confirmed Fraud,8.0
6690,268537,27512,2025-07-15,High,Closed - No Fraud,31.1
6691,268590,8916,2025-06-17,Medium,Confirmed Fraud,12.2
6692,268593,24272,2026-03-17,High,Closed - No Fraud,5.3
6693,268620,30838,2026-08-09,Low,Confirmed Fraud,4.4
6694,268708,47489,2025-08-03,Medium,Confirmed Fraud,44.5
6695,268766,17469,2026-02-09,Critical,Confirmed Fraud,3.7
6696,268829,35932,2026-03-06,High,Confirmed Fraud,6.2
6697,268850,34141,2026-10-13,High,Confirmed Fraud,5.7
6698,268892,29630,2025-02-18,Medium,Under Review,30.8
6699,268895,852,2025-05-06,Medium,False Positive,12.9
6700,268952,49454,2026-02-21,Critical,Confirmed Fraud,11.0
6701,269023,1941,2025-06-28,Medium,Confirmed Fraud,12.4
6702,269051,16001,2025-12-31,Medium,Confirmed Fraud,4.1
6703,269067,36579,2025-10-02,High,Confirmed Fraud,4.4
6704,269071,6803,2025-11-08,High,Confirmed Fraud,16.2
6705,269121,1293,2026-10-12,Medium,Closed - No Fraud,6.7
6706,269202,13937,2026-04-01,High,Confirmed Fraud,9.7
6707,269239,25372,2026-04-29,Medium,Closed - No Fraud,20.0
6708,269252,30858,2026-01-21,Medium,False Positive,45.7
6709,269298,18400,2025-01-09,Medium,Confirmed Fraud,13.5
6710,269304,10490,2026-03-16,Medium,Confirmed Fraud,7.0
6711,269318,30046,2025-05-20,High,Confirmed Fraud,46.3
6712,269469,33065,2025-11-27,Critical,Confirmed Fraud,11.8
6713,269509,2118,2026-12-27,Medium,Confirmed Fraud,15.6
6714,269567,39745,2026-11-22,High,False Positive,13.3
6715,269579,12382,2025-11-01,High,False Positive,8.8
6716,269647,7456,2026-11-19,Low,Confirmed Fraud,10.2
6717,269648,24147,2025-01-03,Medium,Confirmed Fraud,7.9
6718,269661,41434,2025-03-05,Critical,Confirmed Fraud,7.4
6719,269688,9520,2025-03-03,High,Confirmed Fraud,7.0
6720,269691,39339,2025-04-02,Medium,Confirmed Fraud,21.1
6721,269707,49388,2025-02-08,Low,Confirmed Fraud,7.3
6722,269711,4985,2025-02-18,Medium,Closed - No Fraud,22.2
6723,269722,31523,2026-08-14,Medium,Closed - No Fraud,7.2
6724,269728,36218,2025-03-22,Medium,Under Review,5.9
6725,269729,14494,2025-08-23,Low,Confirmed Fraud,13.6
6726,269754,36889,2026-02-20,Medium,Under Review,9.0
6727,269805,7078,2026-12-26,High,Confirmed Fraud,6.2
6728,269811,34477,2025-12-26,Medium,Confirmed Fraud,62.8
6729,269831,2919,2026-01-13,Low,Confirmed Fraud,23.5
6730,269837,13895,2025-10-04,High,Confirmed Fraud,9.2
6731,269901,20850,2026-06-08,Medium,False Positive,15.5
6732,270033,9853,2026-05-05,Medium,Confirmed Fraud,3.1
6733,270058,9516,2025-01-22,High,Confirmed Fraud,10.0
6734,270088,37400,2026-05-02,Low,Confirmed Fraud,17.1
6735,270093,48107,2026-10-01,High,Under Review,12.4
6736,270123,3955,2025-04-02,Critical,False Positive,14.5
6737,270186,3082,2025-01-31,Critical,Confirmed Fraud,9.5
6738,270212,44901,2025-08-18,High,Confirmed Fraud,10.7
6739,270236,20828,2025-03-16,Medium,Confirmed Fraud,7.0
6740,270291,12208,2026-08-25,High,Under Review,16.2
6741,270327,23678,2026-03-15,Medium,Closed - No Fraud,4.2
6742,270330,9076,2026-12-24,High,False Positive,10.3
6743,270379,23929,2025-04-24,Low,Confirmed Fraud,18.0
6744,270450,10231,2026-05-03,High,Confirmed Fraud,29.5
6745,270463,24709,2025-04-05,Critical,Confirmed Fraud,9.4
6746,270564,16699,2026-01-22,Medium,Closed - No Fraud,15.3
6747,270582,42009,2025-10-03,Critical,Confirmed Fraud,6.7
6748,270667,9418,2026-12-28,High,Confirmed Fraud,4.6
6749,270742,20263,2025-08-15,High,Confirmed Fraud,23.5
6750,270771,27059,2025-10-09,Medium,Confirmed Fraud,10.5
6751,270819,28413,2026-07-31,Medium,False Positive,11.3
6752,270831,8776,2025-08-20,High,Confirmed Fraud,3.2
6753,270997,11760,2025-04-04,Medium,Confirmed Fraud,3.4
6754,271107,10327,2025-07-29,Medium,False Positive,14.4
6755,271145,46386,2026-11-19,High,Confirmed Fraud,8.4
6756,271161,45395,2025-10-02,High,Confirmed Fraud,4.5
6757,271188,535,2026-01-11,Medium,False Positive,23.3
6758,271246,45554,2026-01-26,High,Confirmed Fraud,80.0
6759,271292,15109,2026-04-11,Medium,Confirmed Fraud,14.9
6760,271387,43807,2026-10-17,High,Confirmed Fraud,2.5
6761,271433,36082,2026-06-24,Medium,Closed - No Fraud,3.7
6762,271459,15492,2026-09-01,High,Closed - No Fraud,3.9
6763,271460,49657,2025-07-31,Critical,Closed - No Fraud,10.2
6764,271536,47169,2026-02-28,High,Confirmed Fraud,4.7
6765,271582,25570,2026-07-19,High,False Positive,16.0
6766,271596,10950,2025-05-03,Medium,Closed - No Fraud,1.6
6767,271664,3610,2025-06-03,High,Confirmed Fraud,5.9
6768,271702,37873,2025-04-27,High,Confirmed Fraud,11.4
6769,271729,21463,2025-06-27,Medium,Confirmed Fraud,47.4
6770,271759,41285,2026-05-24,Medium,Confirmed Fraud,7.1
6771,271795,8899,2026-01-15,Medium,Confirmed Fraud,2.8
6772,271809,35855,2025-11-15,High,Under Review,28.1
6773,271859,40116,2026-11-27,High,Confirmed Fraud,27.4
6774,271892,6902,2026-02-20,High,False Positive,11.8
6775,271934,41563,2025-11-23,High,Confirmed Fraud,21.4
6776,272015,38443,2025-02-05,Medium,Closed - No Fraud,8.2
6777,272029,13280,2025-08-30,Medium,Confirmed Fraud,4.1
6778,272036,44467,2025-06-02,Low,Confirmed Fraud,6.9
6779,272045,32976,2025-04-15,High,Confirmed Fraud,23.2
6780,272065,49302,2025-06-23,High,False Positive,14.2
6781,272103,26930,2026-11-20,Medium,Confirmed Fraud,24.1
6782,272110,5189,2026-07-12,High,Closed - No Fraud,5.6
6783,272111,32135,2025-08-10,High,Confirmed Fraud,18.8
6784,272132,14745,2025-08-20,High,False Positive,13.4
6785,272220,12262,2025-07-30,Low,Confirmed Fraud,10.7
6786,272263,27619,2025-11-11,Medium,Confirmed Fraud,8.4
6787,272268,38006,2025-06-08,Low,Confirmed Fraud,6.3
6788,272296,18150,2026-05-22,High,Confirmed Fraud,31.2
6789,272332,28722,2026-10-07,Medium,Confirmed Fraud,2.7
6790,272355,26900,2026-06-29,Medium,False Positive,14.7
6791,272393,47943,2026-08-10,High,False Positive,11.4
6792,272449,8733,2025-02-11,Low,Confirmed Fraud,22.0
6793,272454,36550,2025-01-17,High,Confirmed Fraud,6.5
6794,272474,18175,2025-02-07,Medium,Confirmed Fraud,13.9
6795,272514,22993,2025-08-25,Critical,Confirmed Fraud,12.1
6796,272548,11862,2025-02-01,Low,Confirmed Fraud,7.5
6797,272613,3510,2025-05-08,Low,Under Review,9.9
6798,272623,40098,2025-02-05,High,Closed - No Fraud,2.5
6799,272636,11931,2025-05-22,Medium,Confirmed Fraud,9.4
6800,272686,44560,2026-04-17,Critical,Confirmed Fraud,66.1
6801,272694,28198,2025-09-27,Critical,Under Review,13.7
6802,272752,17947,2025-11-01,Critical,Confirmed Fraud,61.1
6803,272809,40953,2025-01-07,Low,False Positive,7.0
6804,272889,7947,2026-06-09,High,Confirmed Fraud,4.4
6805,272908,47193,2025-09-14,Critical,Confirmed Fraud,9.4
6806,272923,48074,2025-11-02,Medium,Confirmed Fraud,6.6
6807,272954,45506,2025-11-15,High,Confirmed Fraud,10.1
6808,273092,14493,2025-01-16,Critical,Under Review,14.4
6809,273099,9698,2025-04-26,Low,Confirmed Fraud,33.3
6810,273151,30794,2025-07-30,High,Confirmed Fraud,8.5
6811,273159,15694,2025-06-02,Medium,Confirmed Fraud,8.1
6812,273213,7835,2026-05-07,Medium,Confirmed Fraud,5.9
6813,273236,17744,2025-05-26,Medium,Closed - No Fraud,4.0
6814,273250,28387,2026-02-22,Medium,Closed - No Fraud,46.0
6815,273269,22247,2026-12-27,High,Confirmed Fraud,8.4
6816,273277,43541,2025-12-17,Medium,Confirmed Fraud,38.3
6817,273285,7172,2025-12-25,High,Closed - No Fraud,3.8
6818,273304,2162,2026-02-06,Medium,Under Review,4.6
6819,273310,4162,2025-08-01,Critical,Confirmed Fraud,7.9
6820,273317,48803,2025-04-05,Low,Confirmed Fraud,4.3
6821,273440,39105,2025-08-21,Low,Confirmed Fraud,12.0
6822,273458,39671,2026-10-29,High,Confirmed Fraud,7.6
6823,273554,27121,2025-01-08,Critical,Confirmed Fraud,7.0
6824,273571,4847,2026-01-16,High,Confirmed Fraud,5.4
6825,273573,3733,2026-01-23,High,Confirmed Fraud,5.4
6826,273597,2135,2026-07-23,Medium,Confirmed Fraud,5.2
6827,273624,22854,2026-12-25,Critical,Confirmed Fraud,5.8
6828,273668,11048,2026-12-02,Critical,Confirmed Fraud,6.5
6829,273669,31256,2025-04-21,Medium,False Positive,22.0
6830,273691,13370,2026-07-13,Low,Confirmed Fraud,10.5
6831,273773,19232,2026-08-16,High,Under Review,41.0
6832,273784,6262,2026-01-29,Low,Confirmed Fraud,7.7
6833,273868,45165,2026-08-28,Critical,False Positive,7.5
6834,273917,38837,2025-04-28,High,Confirmed Fraud,10.0
6835,273918,7065,2025-02-27,Critical,Confirmed Fraud,36.4
6836,273927,7387,2026-12-21,Critical,Confirmed Fraud,3.2
6837,273963,12922,2026-12-07,High,Confirmed Fraud,10.6
6838,274007,31715,2025-06-05,Medium,Confirmed Fraud,4.8
6839,274134,7981,2025-04-30,High,Confirmed Fraud,18.7
6840,274173,16512,2026-10-15,Medium,Confirmed Fraud,10.5
6841,274249,34678,2026-07-20,Low,Confirmed Fraud,8.5
6842,274288,42490,2025-12-16,Medium,Confirmed Fraud,6.5
6843,274309,43498,2026-04-26,Medium,False Positive,33.7
6844,274370,28904,2026-07-18,Medium,Confirmed Fraud,4.1
6845,274428,4166,2025-03-21,Critical,Confirmed Fraud,16.1
6846,274449,40788,2025-09-08,Low,Confirmed Fraud,5.1
6847,274603,44082,2025-05-20,High,Confirmed Fraud,19.1
6848,274607,46728,2025-11-25,High,Confirmed Fraud,3.4
6849,274641,36521,2025-03-21,Critical,False Positive,6.8
6850,274695,7630,2026-09-01,Critical,Confirmed Fraud,8.9
6851,274812,14990,2025-02-08,Medium,Confirmed Fraud,18.9
6852,274818,36032,2025-06-27,High,Closed - No Fraud,10.0
6853,274991,617,2026-05-13,Critical,Confirmed Fraud,2.2
6854,275040,36230,2025-02-03,Critical,Confirmed Fraud,6.9
6855,275066,33888,2025-11-26,High,Confirmed Fraud,10.8
6856,275084,22767,2026-06-25,Medium,Closed - No Fraud,16.5
6857,275087,21156,2025-04-26,Medium,Confirmed Fraud,12.9
6858,275120,22343,2025-11-25,Medium,Confirmed Fraud,37.5
6859,275133,32889,2025-11-23,Low,Confirmed Fraud,13.5
6860,275167,33040,2025-03-30,Low,Under Review,14.9
6861,275185,49805,2025-05-25,Medium,Confirmed Fraud,23.7
6862,275201,29778,2025-03-26,High,Closed - No Fraud,11.0
6863,275268,15414,2025-07-05,Low,Confirmed Fraud,5.9
6864,275289,2222,2025-03-31,High,Under Review,3.1
6865,275299,26945,2025-02-25,High,Confirmed Fraud,47.9
6866,275314,14231,2025-06-10,Medium,Confirmed Fraud,15.6
6867,275361,6804,2026-08-08,High,Confirmed Fraud,12.0
6868,275435,26436,2025-01-31,High,Closed - No Fraud,25.3
6869,275448,22017,2025-03-16,Critical,Closed - No Fraud,34.0
6870,275472,32593,2025-02-06,Low,Confirmed Fraud,7.7
6871,275502,4915,2025-03-24,High,Closed - No Fraud,9.5
6872,275649,17311,2026-05-03,Medium,Confirmed Fraud,15.3
6873,275656,3706,2025-01-08,High,Confirmed Fraud,7.4
6874,275692,30960,2026-01-26,Medium,Confirmed Fraud,12.4
6875,275719,3152,2026-05-03,High,False Positive,20.3
6876,275742,11513,2026-08-18,High,Closed - No Fraud,40.0
6877,275745,19855,2025-10-13,High,Confirmed Fraud,13.2
6878,275991,4312,2026-08-17,Medium,Confirmed Fraud,7.8
6879,275993,37288,2025-12-03,High,Confirmed Fraud,8.5
6880,276000,16318,2026-02-19,Medium,Closed - No Fraud,5.8
6881,276005,27393,2025-02-05,High,Closed - No Fraud,13.4
6882,276051,28136,2026-12-07,Low,Confirmed Fraud,24.2
6883,276262,16485,2025-05-12,Critical,Under Review,56.6
6884,276290,47395,2026-11-26,High,Confirmed Fraud,8.0
6885,276316,11963,2026-12-10,Critical,Closed - No Fraud,11.6
6886,276378,14256,2026-12-30,Medium,Confirmed Fraud,6.5
6887,276401,45461,2025-12-18,Medium,False Positive,16.4
6888,276490,13316,2025-11-13,High,Confirmed Fraud,5.8
6889,276493,6419,2026-05-02,Medium,Confirmed Fraud,5.3
6890,276533,7109,2025-04-24,Low,Confirmed Fraud,4.3
6891,276543,34543,2026-06-05,Medium,Closed - No Fraud,13.0
6892,276552,17076,2025-09-29,Critical,Confirmed Fraud,53.0
6893,276614,28672,2026-08-31,Critical,Confirmed Fraud,14.9
6894,276621,49674,2026-02-12,High,Confirmed Fraud,11.4
6895,276635,46165,2025-04-19,Low,Confirmed Fraud,23.6
6896,276692,32310,2025-11-13,High,Closed - No Fraud,34.4
6897,276711,11609,2026-08-23,Low,Confirmed Fraud,23.2
6898,276760,5484,2025-04-21,High,Under Review,34.0
6899,276811,34448,2025-04-08,Critical,Closed - No Fraud,9.5
6900,276841,3259,2026-09-06,Critical,Confirmed Fraud,7.0
6901,276852,34489,2025-05-31,Critical,Closed - No Fraud,27.0
6902,276853,29933,2025-12-25,Medium,Confirmed Fraud,7.2
6903,276885,13497,2025-06-09,Medium,Confirmed Fraud,7.9
6904,276957,16124,2026-06-07,Medium,False Positive,5.9
6905,276969,24502,2025-04-24,Medium,Under Review,3.9
6906,276979,17033,2025-02-18,High,Confirmed Fraud,4.3
6907,276992,39484,2026-02-03,Medium,Under Review,14.3
6908,277077,6481,2025-05-12,Low,Confirmed Fraud,15.2
6909,277131,29709,2026-04-17,Medium,Under Review,11.7
6910,277206,21602,2026-03-27,Medium,False Positive,6.3
6911,277207,45580,2025-05-19,High,Confirmed Fraud,5.8
6912,277254,32397,2025-03-17,Medium,Confirmed Fraud,5.3
6913,277277,43031,2026-05-07,Critical,Confirmed Fraud,5.9
6914,277307,28491,2026-12-24,Critical,Confirmed Fraud,36.0
6915,277416,1756,2025-09-13,Critical,Confirmed Fraud,5.1
6916,277558,36450,2025-10-25,Critical,Confirmed Fraud,17.0
6917,277573,37249,2025-03-29,High,Confirmed Fraud,5.6
6918,277591,26067,2026-03-11,Medium,Confirmed Fraud,6.7
6919,277598,15760,2025-09-19,Medium,Confirmed Fraud,9.3
6920,277599,18460,2025-12-28,High,False Positive,14.9
6921,277721,17191,2025-01-07,High,Confirmed Fraud,16.8
6922,277736,21144,2026-11-02,Critical,Closed - No Fraud,9.8
6923,277789,37896,2025-07-31,Medium,Confirmed Fraud,3.4
6924,277844,2768,2026-05-28,Medium,Confirmed Fraud,7.5
6925,277856,47973,2025-05-03,Medium,Confirmed Fraud,10.9
6926,277895,33741,2026-09-14,High,Closed - No Fraud,29.5
6927,277918,20344,2026-12-31,High,Confirmed Fraud,38.9
6928,277926,20967,2025-02-18,Medium,Under Review,3.5
6929,277986,20709,2025-06-08,High,Confirmed Fraud,19.6
6930,278045,18577,2025-12-28,High,Confirmed Fraud,12.4
6931,278107,20244,2025-08-15,High,Confirmed Fraud,4.8
6932,278200,20128,2025-12-23,Medium,Closed - No Fraud,20.8
6933,278247,35626,2025-12-22,Medium,Confirmed Fraud,9.7
6934,278262,17859,2025-01-07,High,Confirmed Fraud,13.1
6935,278267,9061,2025-02-19,High,Confirmed Fraud,16.4
6936,278292,7564,2025-01-24,Medium,Confirmed Fraud,1.3
6937,278334,9612,2025-02-27,High,Confirmed Fraud,13.3
6938,278371,32945,2025-03-31,Critical,Confirmed Fraud,10.3
6939,278374,40562,2026-04-02,High,Confirmed Fraud,2.8
6940,278397,12156,2025-06-25,High,Confirmed Fraud,4.9
6941,278466,44367,2025-07-12,Critical,Confirmed Fraud,9.0
6942,278514,14664,2025-05-15,Medium,Closed - No Fraud,11.0
6943,278528,39490,2025-05-25,High,Confirmed Fraud,21.9
6944,278615,49646,2026-03-28,Critical,Confirmed Fraud,8.8
6945,278642,7754,2026-10-18,Low,Confirmed Fraud,13.1
6946,278646,6254,2026-09-05,Medium,False Positive,7.9
6947,278665,39527,2025-11-22,Medium,Confirmed Fraud,17.2
6948,278746,7889,2025-03-30,High,Confirmed Fraud,33.2
6949,278750,8192,2025-12-14,High,Confirmed Fraud,15.4
6950,278775,1752,2025-01-31,Low,Under Review,8.5
6951,278786,46797,2025-02-18,High,Closed - No Fraud,23.0
6952,278909,45005,2025-05-03,Critical,Confirmed Fraud,8.6
6953,278989,20891,2026-10-21,Critical,Confirmed Fraud,13.9
6954,279014,45363,2025-07-16,Critical,Closed - No Fraud,21.8
6955,279022,44268,2025-08-02,Critical,Confirmed Fraud,11.0
6956,279038,42087,2025-04-11,High,Confirmed Fraud,10.4
6957,279047,45210,2026-06-18,Low,Confirmed Fraud,25.5
6958,279068,7340,2026-05-16,High,Confirmed Fraud,45.6
6959,279093,47155,2026-10-07,Medium,False Positive,1.5
6960,279106,49789,2025-04-03,Critical,Confirmed Fraud,39.4
6961,279133,9992,2025-12-08,Medium,Confirmed Fraud,5.8
6962,279141,31951,2025-11-21,Critical,Confirmed Fraud,3.1
6963,279152,16357,2025-03-18,Low,Confirmed Fraud,11.7
6964,279161,301,2025-04-06,Critical,Confirmed Fraud,9.1
6965,279177,26789,2026-12-21,High,Confirmed Fraud,6.6
6966,279242,2216,2025-09-24,High,False Positive,5.4
6967,279286,7879,2025-06-23,Medium,Confirmed Fraud,9.0
6968,279369,27212,2025-01-14,Low,Confirmed Fraud,18.6
6969,279384,17268,2026-08-09,Medium,Confirmed Fraud,39.8
6970,279410,47718,2026-05-27,Low,Confirmed Fraud,20.6
6971,279416,44315,2025-01-05,Critical,Confirmed Fraud,4.7
6972,279480,30229,2026-11-17,High,Confirmed Fraud,7.2
6973,279533,31403,2025-10-05,High,Confirmed Fraud,6.4
6974,279560,36815,2025-11-07,High,Confirmed Fraud,98.5
6975,279621,39173,2025-05-01,Critical,Confirmed Fraud,32.8
6976,279631,15638,2025-01-13,Medium,Confirmed Fraud,4.3
6977,279715,45871,2025-04-29,Low,Confirmed Fraud,7.4
6978,279781,4225,2026-12-06,Low,Confirmed Fraud,5.6
6979,279807,35164,2025-10-11,Medium,Confirmed Fraud,10.3
6980,279943,24109,2026-10-23,Medium,Confirmed Fraud,21.2
6981,279958,13679,2025-04-15,Medium,Confirmed Fraud,4.4
6982,279992,33212,2025-04-04,Low,Confirmed Fraud,3.6
6983,279996,45073,2026-04-19,High,Confirmed Fraud,6.5
6984,280008,4042,2026-09-02,High,Closed - No Fraud,13.3
6985,280092,35680,2025-06-28,High,Confirmed Fraud,3.6
6986,280132,34957,2025-10-20,High,Confirmed Fraud,14.1
6987,280136,34019,2026-07-04,Low,Closed - No Fraud,24.1
6988,280195,41950,2025-08-28,Medium,Closed - No Fraud,33.6
6989,280216,13793,2025-11-24,Critical,Confirmed Fraud,15.6
6990,280278,17167,2025-07-23,Medium,Confirmed Fraud,36.3
6991,280395,28386,2026-06-05,High,False Positive,13.2
6992,280418,27879,2025-01-06,Medium,Confirmed Fraud,13.5
6993,280571,40433,2026-01-09,High,False Positive,3.4
6994,280572,9355,2026-10-21,Medium,Confirmed Fraud,13.1
6995,280583,46728,2025-08-23,Medium,Confirmed Fraud,6.3
6996,280594,6644,2026-03-04,High,Confirmed Fraud,10.9
6997,280610,2149,2025-09-21,High,Closed - No Fraud,10.8
6998,280615,24105,2026-04-15,High,Confirmed Fraud,17.2
6999,280638,36242,2025-02-08,High,Confirmed Fraud,3.5
7000,280645,42389,2025-10-31,High,Confirmed Fraud,13.2
7001,280670,7571,2025-04-02,Critical,Confirmed Fraud,13.1
7002,280675,17566,2025-01-31,Medium,Confirmed Fraud,11.7
7003,280750,12830,2026-10-11,Critical,False Positive,15.2
7004,280758,11718,2025-01-08,Critical,Confirmed Fraud,52.2
7005,280790,43123,2026-06-03,Medium,False Positive,6.9
7006,280793,2426,2026-03-10,Medium,Confirmed Fraud,6.0
7007,280837,4031,2026-03-03,Low,Confirmed Fraud,18.8
7008,280840,32655,2026-05-04,Low,Confirmed Fraud,19.3
7009,280868,44787,2026-06-30,Medium,Confirmed Fraud,6.9
7010,280891,6736,2026-02-17,Critical,Under Review,11.2
7011,280907,8248,2025-09-21,Critical,Confirmed Fraud,42.5
7012,280932,11208,2025-10-10,Medium,Confirmed Fraud,6.3
7013,280986,12861,2025-07-06,Critical,Confirmed Fraud,19.1
7014,280993,46791,2025-04-24,Medium,Under Review,29.4
7015,281023,33801,2026-01-27,Medium,Confirmed Fraud,4.6
7016,281031,21754,2025-06-06,High,Confirmed Fraud,8.8
7017,281039,7514,2026-09-26,Medium,Confirmed Fraud,14.0
7018,281204,30777,2026-10-07,Medium,Closed - No Fraud,68.2
7019,281212,48516,2025-01-21,Low,Confirmed Fraud,5.9
7020,281230,5492,2025-04-30,High,Confirmed Fraud,2.5
7021,281233,30929,2026-01-29,Low,Confirmed Fraud,10.9
7022,281267,44980,2025-09-26,Medium,Closed - No Fraud,44.6
7023,281363,48937,2026-10-23,High,Confirmed Fraud,11.1
7024,281386,49440,2025-08-25,High,Confirmed Fraud,17.4
7025,281415,42212,2025-01-15,Critical,Confirmed Fraud,13.4
7026,281548,38521,2026-01-23,Critical,Confirmed Fraud,8.9
7027,281628,16712,2025-11-21,Medium,Closed - No Fraud,2.8
7028,281662,49769,2025-02-21,High,False Positive,5.8
7029,281698,42290,2025-08-28,High,Confirmed Fraud,13.9
7030,281755,11198,2025-03-24,Medium,Confirmed Fraud,7.4
7031,281775,40506,2025-01-16,Critical,Closed - No Fraud,10.3
7032,281825,25436,2026-01-08,High,Under Review,12.3
7033,281826,375,2025-07-31,High,Confirmed Fraud,9.0
7034,281880,6814,2025-01-31,Medium,Closed - No Fraud,5.2
7035,281922,5313,2026-11-13,High,Closed - No Fraud,12.8
7036,281935,4415,2025-04-27,High,Confirmed Fraud,20.1
7037,281942,13393,2026-08-12,High,Confirmed Fraud,7.1
7038,281985,24933,2026-05-29,Critical,Confirmed Fraud,18.6
7039,282012,21312,2026-06-15,High,Confirmed Fraud,55.0
7040,282054,21853,2025-05-19,High,Confirmed Fraud,137.6
7041,282195,9303,2025-11-14,High,Confirmed Fraud,30.9
7042,282202,36894,2025-01-02,High,Confirmed Fraud,3.2
7043,282207,28333,2025-02-18,Low,Confirmed Fraud,4.1
7044,282317,34509,2025-11-11,High,Confirmed Fraud,35.7
7045,282361,11472,2026-01-22,High,Closed - No Fraud,10.4
7046,282377,44205,2026-07-16,Critical,False Positive,17.4
7047,282416,24930,2025-07-25,Low,Confirmed Fraud,5.7
7048,282504,31162,2026-09-16,Medium,Confirmed Fraud,15.5
7049,282528,11810,2026-04-26,Low,Confirmed Fraud,23.4
7050,282552,49451,2026-08-16,Medium,Confirmed Fraud,17.1
7051,282565,23052,2026-02-22,Medium,Confirmed Fraud,7.4
7052,282574,37235,2025-09-25,Medium,False Positive,12.0
7053,282619,36616,2026-04-30,High,Confirmed Fraud,1.5
7054,282686,20056,2025-02-25,Critical,Confirmed Fraud,12.2
7055,282709,27762,2025-03-11,Medium,Under Review,17.1
7056,282754,23908,2025-07-15,Medium,Confirmed Fraud,4.6
7057,282778,36678,2025-03-30,Medium,Confirmed Fraud,23.2
7058,282791,33324,2025-10-28,High,Confirmed Fraud,41.3
7059,282801,30547,2026-10-23,Medium,Closed - No Fraud,5.6
7060,282802,47129,2026-09-06,Medium,Confirmed Fraud,6.7
7061,282813,31641,2026-08-01,Medium,Confirmed Fraud,9.6
7062,282822,6248,2025-04-29,Critical,Confirmed Fraud,10.5
7063,282846,42360,2025-04-18,High,Confirmed Fraud,3.4
7064,282972,24270,2025-08-08,High,Confirmed Fraud,65.0
7065,282995,49087,2025-05-25,Medium,Confirmed Fraud,5.6
7066,283107,32065,2025-09-05,High,Under Review,6.4
7067,283154,47573,2026-08-06,High,Closed - No Fraud,21.4
7068,283301,34167,2025-07-05,Critical,Confirmed Fraud,7.7
7069,283393,31671,2026-12-22,High,Confirmed Fraud,3.4
7070,283570,10381,2026-07-09,Medium,Confirmed Fraud,9.9
7071,283580,31281,2026-03-17,High,Confirmed Fraud,54.2
7072,283653,19704,2026-12-02,Medium,Confirmed Fraud,4.5
7073,283685,26384,2025-02-19,High,Under Review,2.8
7074,283716,10960,2025-04-04,Critical,Closed - No Fraud,2.8
7075,283765,5219,2026-09-09,Medium,False Positive,10.7
7076,283790,16541,2026-03-18,Low,Confirmed Fraud,6.8
7077,283794,44135,2025-02-13,High,Confirmed Fraud,12.3
7078,283814,5478,2026-12-08,Low,Closed - No Fraud,3.6
7079,283844,1158,2026-07-15,Critical,Confirmed Fraud,32.6
7080,283904,22525,2026-01-20,Critical,False Positive,9.1
7081,283913,34635,2026-02-15,High,Confirmed Fraud,15.4
7082,283921,14592,2026-01-05,Low,Confirmed Fraud,12.3
7083,283948,35347,2025-05-31,Critical,Confirmed Fraud,4.3
7084,284015,30925,2025-10-20,Medium,False Positive,5.2
7085,284048,17142,2025-05-01,Critical,Under Review,27.7
7086,284063,7541,2025-02-07,High,Confirmed Fraud,2.2
7087,284095,15312,2026-06-25,Medium,Confirmed Fraud,44.6
7088,284114,30259,2026-11-16,Medium,Confirmed Fraud,3.9
7089,284116,44317,2025-04-24,Critical,Confirmed Fraud,2.2
7090,284120,21497,2025-03-26,High,Confirmed Fraud,28.9
7091,284148,7688,2025-04-27,Low,Confirmed Fraud,7.3
7092,284192,14201,2025-07-17,Critical,Confirmed Fraud,77.8
7093,284254,2505,2025-12-22,Medium,Confirmed Fraud,21.8
