friction_event_id,transaction_id,customer_id,event_datetime,friction_type,resolution
17833,253619,12009,2026-10-10 08:19:00,Payment Decline,Resolved
17834,253639,13238,2026-05-27 14:59:00,Account Review,Resolved
17835,253644,34940,2025-03-19 08:40:00,Repeated Payment Attempt,Resolved
17836,253655,42055,2026-01-27 00:31:00,Verification Required,Resolved
17837,253672,31995,2025-10-21 13:18:00,Verification Required,Resolved
17838,253677,37312,2026-04-29 07:14:00,Repeated Payment Attempt,Unresolved
17839,253681,1304,2026-10-28 12:03:00,Payment Decline,Unresolved
17840,253688,8165,2025-11-03 09:50:00,Verification Required,Resolved
17841,253709,34609,2026-12-31 04:58:00,Verification Required,Resolved
17842,253719,31825,2026-06-24 11:59:00,Payment Decline,Resolved
17843,253740,23148,2026-10-03 17:22:00,Repeated Payment Attempt,Resolved
17844,253748,46495,2026-02-23 14:23:00,Verification Required,Resolved
17845,253758,48399,2025-02-28 10:58:00,Payment Decline,Resolved After Retry
17846,253760,30373,2026-02-05 09:50:00,Account Review,Resolved
17847,253788,47077,2025-03-02 04:51:00,Payment Decline,Resolved
17848,253798,28950,2026-08-13 13:23:00,Payment Decline,Resolved
17849,253823,16539,2026-03-03 19:30:00,Payment Decline,Resolved
17850,253852,27324,2025-01-16 22:59:00,Payment Decline,Resolved
17851,253853,28563,2026-12-12 13:35:00,Payment Decline,Resolved
17852,253856,5079,2025-10-21 00:51:00,Repeated Payment Attempt,Resolved
17853,253858,3349,2026-12-27 14:44:00,Verification Required,Resolved
17854,253863,486,2025-08-12 18:02:00,Payment Decline,Resolved After Retry
17855,253879,16306,2026-01-12 00:26:00,Payment Decline,Resolved
17856,253913,6814,2025-10-25 06:07:00,Payment Decline,Resolved
17857,253928,19710,2025-11-14 22:08:00,Payment Decline,Resolved
17858,253934,46614,2025-01-09 21:49:00,Payment Decline,Resolved After Retry
17859,253949,10438,2025-08-14 23:59:00,Payment Decline,Resolved After Retry
17860,253956,38292,2025-04-27 04:52:00,Verification Required,Resolved After Retry
17861,253957,13001,2026-01-25 18:44:00,Payment Decline,Unresolved
17862,253958,24368,2026-08-12 03:33:00,Verification Required,Resolved
17863,253963,5648,2026-11-18 18:51:00,Repeated Payment Attempt,Resolved
17864,253969,49681,2026-09-06 13:32:00,Payment Decline,Resolved
17865,253977,12227,2026-03-08 18:05:00,Repeated Payment Attempt,Resolved
17866,253998,819,2025-08-29 22:07:00,Repeated Payment Attempt,Resolved
17867,254010,30600,2025-07-23 02:02:00,Verification Required,Resolved
17868,254028,46163,2026-11-26 02:03:00,Payment Decline,Resolved
17869,254039,820,2026-04-08 10:35:00,Payment Decline,Resolved After Retry
17870,254054,21433,2026-10-19 02:52:00,Account Review,Resolved
17871,254056,22167,2025-11-24 14:14:00,Repeated Payment Attempt,Resolved After Retry
17872,254058,24912,2025-04-12 04:12:00,Verification Required,Resolved
17873,254063,17031,2025-02-21 10:41:00,Payment Decline,Unresolved
17874,254068,24575,2025-02-07 11:32:00,Verification Required,Resolved
17875,254081,31895,2025-01-26 03:17:00,Repeated Payment Attempt,Resolved
17876,254096,42733,2026-11-07 04:01:00,Payment Decline,Resolved
17877,254110,33383,2025-02-13 06:26:00,Payment Decline,Resolved
17878,254112,9681,2025-07-22 06:24:00,Repeated Payment Attempt,Resolved After Retry
17879,254115,8932,2025-02-09 17:45:00,Payment Decline,Resolved
17880,254122,16917,2025-01-10 02:56:00,Repeated Payment Attempt,Resolved
17881,254125,11657,2025-12-04 14:21:00,Repeated Payment Attempt,Resolved
17882,254129,43481,2026-01-01 03:05:00,Repeated Payment Attempt,Resolved
17883,254138,39357,2025-10-15 01:51:00,Account Review,Resolved After Retry
17884,254140,17332,2025-05-05 12:42:00,Payment Decline,Resolved
17885,254151,38050,2026-05-11 13:55:00,Payment Decline,Resolved After Retry
17886,254158,18535,2025-09-01 02:54:00,Payment Decline,Resolved
17887,254165,10813,2025-08-02 14:48:00,Payment Decline,Resolved
17888,254174,37650,2025-08-13 03:49:00,Verification Required,Resolved
17889,254187,28817,2025-09-16 17:14:00,Repeated Payment Attempt,Resolved
17890,254203,7875,2026-12-09 04:07:00,Payment Decline,Resolved After Retry
17891,254206,32953,2025-06-23 09:41:00,Payment Decline,Resolved After Retry
17892,254245,23727,2026-09-07 12:18:00,Payment Decline,Unresolved
17893,254256,45666,2026-01-07 07:39:00,Payment Decline,Resolved
17894,254287,43498,2025-04-12 08:22:00,Payment Decline,Resolved
17895,254299,21898,2026-11-09 15:23:00,Payment Decline,Resolved After Retry
17896,254315,3353,2026-03-12 23:23:00,Payment Decline,Resolved
17897,254363,29485,2025-06-11 01:59:00,Payment Decline,Resolved After Retry
17898,254368,17447,2025-01-07 09:08:00,Payment Decline,Resolved
17899,254421,25834,2026-05-20 21:38:00,Payment Decline,Resolved
17900,254431,4677,2026-11-10 21:03:00,Account Review,Resolved
17901,254433,11991,2025-12-14 19:59:00,Payment Decline,Resolved
17902,254443,39817,2025-03-05 23:11:00,Payment Decline,Resolved After Retry
17903,254454,48982,2025-07-23 02:14:00,Payment Decline,Resolved After Retry
17904,254455,23405,2026-01-07 01:34:00,Payment Decline,Resolved After Retry
17905,254460,39939,2026-05-14 10:12:00,Repeated Payment Attempt,Resolved After Retry
17906,254506,25028,2025-04-11 14:11:00,Payment Decline,Resolved
17907,254508,22252,2026-05-03 01:11:00,Payment Decline,Resolved
17908,254522,12861,2025-04-22 14:18:00,Account Review,Resolved
17909,254560,23811,2026-03-06 23:54:00,Repeated Payment Attempt,Resolved
17910,254566,45709,2025-12-16 09:37:00,Verification Required,Resolved
17911,254584,4110,2025-12-21 01:31:00,Verification Required,Resolved After Retry
17912,254588,737,2026-08-04 11:28:00,Verification Required,Resolved
17913,254592,9136,2026-03-15 10:39:00,Payment Decline,Resolved After Retry
17914,254667,19493,2025-03-19 09:47:00,Payment Decline,Resolved
17915,254670,37330,2026-09-01 06:13:00,Payment Decline,Resolved
17916,254676,26836,2025-12-22 10:03:00,Payment Decline,Resolved
17917,254681,33692,2026-07-30 05:08:00,Repeated Payment Attempt,Resolved After Retry
17918,254696,13695,2025-02-12 23:08:00,Payment Decline,Unresolved
17919,254704,30635,2026-05-23 15:49:00,Payment Decline,Resolved
17920,254729,16104,2026-07-25 00:37:00,Payment Decline,Resolved
17921,254745,38407,2026-01-27 22:42:00,Payment Decline,Resolved
17922,254747,4478,2025-08-20 01:50:00,Payment Decline,Resolved
17923,254748,11390,2025-09-05 20:09:00,Payment Decline,Resolved
17924,254764,1052,2026-03-25 17:20:00,Payment Decline,Resolved
17925,254824,6213,2026-08-30 04:40:00,Account Review,Resolved
17926,254851,38687,2025-07-18 03:35:00,Payment Decline,Resolved
17927,254898,10584,2025-12-24 22:10:00,Account Review,Resolved
17928,254901,47788,2025-04-27 16:20:00,Verification Required,Resolved After Retry
17929,254903,13354,2026-12-24 11:24:00,Repeated Payment Attempt,Resolved
17930,254920,39842,2026-09-30 08:20:00,Payment Decline,Unresolved
17931,254927,38281,2025-12-18 11:26:00,Payment Decline,Resolved
17932,254954,42399,2025-12-06 14:30:00,Repeated Payment Attempt,Resolved
17933,255002,4153,2025-01-21 07:24:00,Payment Decline,Unresolved
17934,255042,49036,2026-09-01 08:00:00,Account Review,Resolved
17935,255044,44451,2025-04-24 21:12:00,Payment Decline,Resolved After Retry
17936,255049,42163,2026-09-27 05:25:00,Verification Required,Resolved
17937,255055,23805,2025-05-13 14:59:00,Payment Decline,Resolved
17938,255071,13107,2026-09-05 11:51:00,Payment Decline,Resolved
17939,255085,22705,2025-03-18 22:06:00,Account Review,Resolved
17940,255107,8845,2025-03-20 08:19:00,Repeated Payment Attempt,Resolved
17941,255110,17129,2025-11-12 19:02:00,Payment Decline,Resolved
17942,255116,30742,2026-03-09 12:34:00,Payment Decline,Unresolved
17943,255133,49425,2025-08-06 06:59:00,Payment Decline,Resolved After Retry
17944,255140,36348,2025-01-11 10:23:00,Verification Required,Resolved
17945,255149,11964,2025-09-12 07:25:00,Repeated Payment Attempt,Resolved
17946,255228,32662,2026-06-19 07:02:00,Payment Decline,Resolved After Retry
17947,255231,13104,2025-10-11 15:16:00,Payment Decline,Resolved
17948,255233,39289,2025-10-04 07:28:00,Payment Decline,Resolved
17949,255234,14178,2025-10-21 00:06:00,Repeated Payment Attempt,Resolved
17950,255267,1081,2025-03-21 11:49:00,Payment Decline,Resolved After Retry
17951,255293,18710,2025-02-01 15:41:00,Verification Required,Resolved
17952,255316,2418,2026-08-19 06:38:00,Payment Decline,Resolved
17953,255319,5446,2026-05-07 06:22:00,Repeated Payment Attempt,Resolved After Retry
17954,255326,39692,2025-10-23 07:24:00,Verification Required,Unresolved
17955,255327,18929,2025-10-07 06:03:00,Repeated Payment Attempt,Resolved After Retry
17956,255346,30099,2026-08-17 14:28:00,Verification Required,Unresolved
17957,255367,34459,2025-10-12 11:14:00,Payment Decline,Resolved
17958,255395,46874,2026-04-12 00:50:00,Account Review,Resolved
17959,255406,26669,2025-07-20 22:08:00,Payment Decline,Resolved
17960,255457,13896,2025-07-29 00:10:00,Repeated Payment Attempt,Resolved
17961,255460,5796,2025-11-30 16:18:00,Payment Decline,Resolved
17962,255469,40202,2025-01-14 11:56:00,Verification Required,Resolved
17963,255474,8912,2026-02-20 02:01:00,Verification Required,Resolved
17964,255482,38027,2025-01-14 17:36:00,Payment Decline,Resolved
17965,255493,23063,2025-11-23 20:41:00,Verification Required,Resolved
17966,255502,25977,2025-08-06 15:24:00,Repeated Payment Attempt,Resolved
17967,255521,26334,2026-12-06 14:47:00,Verification Required,Resolved
17968,255531,24394,2025-11-11 15:06:00,Payment Decline,Resolved After Retry
17969,255537,8219,2025-12-12 09:45:00,Verification Required,Resolved
17970,255540,33209,2026-10-01 09:32:00,Account Review,Resolved
17971,255547,198,2026-04-27 19:47:00,Account Review,Resolved After Retry
17972,255581,12497,2025-08-06 16:24:00,Payment Decline,Resolved
17973,255591,44191,2025-02-24 11:56:00,Payment Decline,Resolved
17974,255643,10727,2025-09-16 09:57:00,Verification Required,Resolved
17975,255655,23815,2026-02-25 20:01:00,Payment Decline,Resolved After Retry
17976,255661,47354,2026-02-11 01:29:00,Account Review,Resolved
17977,255663,17987,2025-10-13 20:34:00,Payment Decline,Unresolved
17978,255673,19542,2026-04-16 02:28:00,Verification Required,Resolved After Retry
17979,255677,13307,2025-06-21 11:18:00,Account Review,Resolved
17980,255685,30874,2026-05-03 19:52:00,Verification Required,Resolved
17981,255690,48685,2025-07-23 03:30:00,Payment Decline,Resolved
17982,255721,22961,2025-05-24 18:27:00,Payment Decline,Resolved
17983,255722,6377,2025-03-18 05:52:00,Payment Decline,Resolved
17984,255738,37979,2025-06-27 21:15:00,Account Review,Resolved After Retry
17985,255749,17294,2025-01-10 18:55:00,Verification Required,Resolved After Retry
17986,255752,23902,2026-11-02 11:03:00,Repeated Payment Attempt,Resolved
17987,255762,15997,2026-07-08 12:38:00,Payment Decline,Resolved
17988,255776,5531,2025-11-13 23:40:00,Account Review,Resolved
17989,255777,40314,2026-07-11 01:47:00,Repeated Payment Attempt,Resolved After Retry
17990,255782,30015,2025-08-06 17:27:00,Repeated Payment Attempt,Resolved After Retry
17991,255784,30054,2026-06-03 15:20:00,Payment Decline,Resolved
17992,255805,25399,2025-01-07 00:38:00,Payment Decline,Resolved After Retry
17993,255810,47322,2025-11-05 10:54:00,Payment Decline,Resolved
17994,255848,15433,2025-12-20 19:58:00,Verification Required,Resolved
17995,255855,34297,2026-01-13 02:45:00,Account Review,Resolved
17996,255868,30450,2025-05-13 09:50:00,Payment Decline,Resolved
17997,255907,29733,2025-07-17 05:22:00,Payment Decline,Resolved
17998,255929,34446,2025-08-09 15:22:00,Payment Decline,Resolved
17999,255932,21943,2025-10-22 06:25:00,Verification Required,Unresolved
18000,255951,28744,2025-09-05 08:06:00,Payment Decline,Resolved
18001,255960,41608,2025-03-13 03:37:00,Verification Required,Resolved
18002,256025,28722,2026-11-23 02:14:00,Payment Decline,Resolved
18003,256030,17070,2025-05-01 01:35:00,Payment Decline,Resolved
18004,256073,20146,2026-01-26 16:35:00,Repeated Payment Attempt,Resolved
18005,256119,26813,2025-12-11 20:24:00,Payment Decline,Resolved
18006,256146,13388,2026-12-26 08:18:00,Payment Decline,Resolved
18007,256189,30835,2026-06-07 22:08:00,Payment Decline,Unresolved
18008,256211,33072,2025-08-28 23:06:00,Verification Required,Resolved After Retry
18009,256235,14093,2025-07-26 18:34:00,Repeated Payment Attempt,Resolved After Retry
18010,256236,9054,2026-06-18 06:19:00,Payment Decline,Resolved
18011,256261,47556,2025-12-16 22:39:00,Payment Decline,Resolved
18012,256309,245,2026-05-07 09:36:00,Verification Required,Resolved
18013,256315,27747,2026-01-16 05:44:00,Repeated Payment Attempt,Resolved After Retry
18014,256317,31110,2025-10-30 08:19:00,Repeated Payment Attempt,Resolved
18015,256341,2810,2025-06-24 21:47:00,Repeated Payment Attempt,Resolved
18016,256349,17671,2025-01-13 22:14:00,Payment Decline,Resolved
18017,256350,33285,2025-02-18 09:18:00,Account Review,Resolved
18018,256364,19596,2026-08-02 02:14:00,Repeated Payment Attempt,Resolved
18019,256378,48972,2026-10-06 17:45:00,Account Review,Unresolved
18020,256408,27696,2026-09-28 09:03:00,Payment Decline,Resolved After Retry
18021,256415,15402,2025-09-10 01:33:00,Repeated Payment Attempt,Resolved After Retry
18022,256424,31437,2025-04-10 03:56:00,Verification Required,Resolved
18023,256427,47265,2026-05-22 02:30:00,Payment Decline,Resolved
18024,256440,15725,2025-01-09 07:51:00,Payment Decline,Resolved
18025,256491,23791,2025-03-15 10:53:00,Payment Decline,Resolved
18026,256492,4518,2026-05-04 04:46:00,Verification Required,Resolved After Retry
18027,256502,2830,2026-08-22 08:51:00,Verification Required,Resolved
18028,256504,20294,2026-09-28 09:50:00,Payment Decline,Resolved
18029,256572,14830,2025-08-19 23:10:00,Payment Decline,Resolved
18030,256576,49613,2026-11-12 11:03:00,Repeated Payment Attempt,Resolved
18031,256578,3752,2026-10-08 22:53:00,Payment Decline,Resolved
18032,256580,36605,2026-01-29 00:00:00,Repeated Payment Attempt,Resolved
18033,256589,40789,2026-08-24 22:20:00,Payment Decline,Resolved
18034,256605,5566,2025-08-09 12:45:00,Verification Required,Resolved
18035,256611,42039,2026-11-12 02:07:00,Verification Required,Resolved
18036,256612,12394,2025-08-19 01:13:00,Payment Decline,Unresolved
18037,256625,38632,2026-09-30 16:19:00,Payment Decline,Resolved
18038,256627,19657,2026-05-14 15:32:00,Verification Required,Resolved After Retry
18039,256635,35857,2026-07-18 12:00:00,Payment Decline,Resolved
18040,256641,12437,2025-06-19 15:03:00,Repeated Payment Attempt,Resolved
18041,256647,22434,2026-10-08 02:48:00,Repeated Payment Attempt,Resolved
18042,256682,49492,2025-03-06 01:14:00,Account Review,Resolved
18043,256683,19297,2025-01-26 21:18:00,Repeated Payment Attempt,Resolved After Retry
18044,256711,18257,2025-05-14 17:08:00,Repeated Payment Attempt,Resolved After Retry
18045,256738,37347,2025-04-20 05:32:00,Payment Decline,Resolved
18046,256756,31685,2025-05-02 18:05:00,Payment Decline,Resolved
18047,256766,10344,2026-03-30 17:57:00,Payment Decline,Resolved
18048,256773,7617,2026-05-17 20:42:00,Verification Required,Resolved
18049,256778,1281,2025-07-19 23:38:00,Payment Decline,Resolved
18050,256783,46168,2026-06-28 17:31:00,Verification Required,Resolved
18051,256798,47774,2025-08-29 14:09:00,Verification Required,Resolved
18052,256814,13328,2025-11-16 07:28:00,Payment Decline,Resolved
18053,256822,49931,2025-10-06 06:34:00,Verification Required,Resolved
18054,256828,34251,2026-08-08 10:05:00,Payment Decline,Resolved
18055,256857,4726,2026-12-13 20:27:00,Payment Decline,Resolved
18056,256921,31686,2025-09-27 12:59:00,Payment Decline,Resolved
18057,256958,41331,2026-06-18 10:27:00,Repeated Payment Attempt,Resolved
18058,256961,10117,2026-12-30 03:41:00,Verification Required,Unresolved
18059,256962,1425,2025-11-07 14:25:00,Payment Decline,Resolved
18060,256964,49285,2025-04-21 08:42:00,Repeated Payment Attempt,Resolved
18061,257002,49434,2025-01-30 18:09:00,Payment Decline,Resolved
18062,257049,49378,2026-06-15 08:36:00,Verification Required,Resolved After Retry
18063,257067,2212,2025-09-01 06:31:00,Repeated Payment Attempt,Resolved
18064,257068,45614,2026-09-29 11:40:00,Repeated Payment Attempt,Resolved
18065,257077,23350,2025-08-08 19:54:00,Payment Decline,Resolved
18066,257084,8435,2026-04-29 16:45:00,Verification Required,Resolved
18067,257092,19504,2025-11-17 02:08:00,Verification Required,Resolved
18068,257117,34978,2025-05-21 00:07:00,Account Review,Resolved
18069,257124,15097,2025-06-19 14:52:00,Repeated Payment Attempt,Resolved
18070,257147,47593,2025-12-30 17:47:00,Payment Decline,Resolved
18071,257216,45339,2025-10-17 19:31:00,Account Review,Resolved After Retry
18072,257234,2897,2025-09-14 04:35:00,Repeated Payment Attempt,Resolved
18073,257277,38104,2025-01-17 13:50:00,Payment Decline,Resolved
18074,257303,5601,2025-09-11 12:53:00,Payment Decline,Resolved After Retry
18075,257313,17569,2026-06-21 17:23:00,Payment Decline,Resolved After Retry
18076,257318,5450,2026-02-24 22:51:00,Repeated Payment Attempt,Resolved After Retry
18077,257323,659,2026-09-26 05:07:00,Payment Decline,Resolved After Retry
18078,257350,30278,2026-01-02 11:59:00,Payment Decline,Resolved
18079,257358,5628,2025-03-01 03:50:00,Payment Decline,Resolved
18080,257361,34516,2026-06-16 18:33:00,Payment Decline,Resolved After Retry
18081,257381,27670,2025-03-24 01:48:00,Payment Decline,Resolved
18082,257416,11123,2025-04-16 09:00:00,Account Review,Resolved
18083,257446,21431,2026-09-25 18:38:00,Verification Required,Resolved After Retry
18084,257447,47293,2025-11-16 07:56:00,Verification Required,Resolved
18085,257456,42883,2025-05-27 16:08:00,Verification Required,Resolved
18086,257460,18281,2025-10-01 10:01:00,Payment Decline,Resolved
18087,257504,28401,2026-05-03 08:37:00,Payment Decline,Resolved
18088,257513,41679,2025-05-16 22:16:00,Verification Required,Resolved
18089,257549,26086,2026-04-27 03:00:00,Payment Decline,Resolved
18090,257562,8885,2026-02-03 14:14:00,Payment Decline,Unresolved
18091,257567,17690,2025-12-08 19:56:00,Repeated Payment Attempt,Resolved
18092,257575,5130,2025-11-07 08:46:00,Payment Decline,Resolved
18093,257576,35107,2025-03-11 06:57:00,Payment Decline,Resolved
18094,257586,35549,2026-05-08 12:55:00,Verification Required,Resolved
18095,257590,42030,2025-07-04 20:56:00,Repeated Payment Attempt,Resolved After Retry
18096,257594,23997,2025-05-14 06:22:00,Payment Decline,Resolved
18097,257609,11043,2026-02-08 17:54:00,Payment Decline,Resolved
18098,257617,18937,2026-01-01 16:52:00,Payment Decline,Resolved
18099,257647,38209,2026-03-16 16:01:00,Payment Decline,Resolved After Retry
18100,257651,32656,2026-11-17 12:30:00,Payment Decline,Resolved
18101,257660,39688,2025-08-31 05:10:00,Payment Decline,Resolved
18102,257683,45739,2025-12-07 01:15:00,Account Review,Resolved
18103,257697,16540,2026-08-23 12:50:00,Payment Decline,Resolved
18104,257709,37587,2025-01-17 22:59:00,Account Review,Resolved
18105,257711,7085,2025-01-16 10:12:00,Payment Decline,Resolved
18106,257714,29105,2026-11-26 05:39:00,Account Review,Resolved
18107,257729,20569,2026-07-16 08:20:00,Payment Decline,Unresolved
18108,257730,18631,2026-12-12 15:18:00,Payment Decline,Resolved
18109,257733,15884,2026-10-07 20:46:00,Payment Decline,Resolved After Retry
18110,257762,3419,2025-11-21 01:40:00,Repeated Payment Attempt,Resolved
18111,257768,47001,2025-09-24 10:45:00,Payment Decline,Resolved
18112,257781,31691,2025-05-16 15:35:00,Payment Decline,Resolved After Retry
18113,257785,20890,2025-08-30 15:37:00,Payment Decline,Resolved
18114,257802,44657,2025-06-14 09:55:00,Payment Decline,Unresolved
18115,257805,44118,2025-05-07 01:35:00,Repeated Payment Attempt,Resolved
18116,257808,26407,2025-08-16 02:42:00,Repeated Payment Attempt,Unresolved
18117,257825,9087,2025-03-06 08:25:00,Payment Decline,Resolved
18118,257834,39523,2025-05-03 10:35:00,Repeated Payment Attempt,Resolved
18119,257835,23402,2025-10-19 13:53:00,Payment Decline,Resolved After Retry
18120,257845,40447,2025-12-31 20:13:00,Payment Decline,Resolved
18121,257855,11327,2025-12-13 18:59:00,Payment Decline,Unresolved
18122,257859,12201,2026-06-04 00:20:00,Payment Decline,Resolved After Retry
18123,257865,28109,2025-02-01 13:40:00,Payment Decline,Resolved
18124,257866,13030,2026-06-06 10:27:00,Verification Required,Resolved After Retry
18125,257867,29476,2026-07-04 20:28:00,Payment Decline,Resolved
18126,257870,10355,2025-01-15 13:46:00,Account Review,Resolved
18127,257877,39827,2025-05-10 12:21:00,Repeated Payment Attempt,Resolved After Retry
18128,257884,36047,2026-04-11 01:00:00,Payment Decline,Resolved
18129,257902,28947,2025-08-06 01:13:00,Payment Decline,Resolved
18130,257924,1781,2026-04-27 07:34:00,Payment Decline,Resolved
18131,257933,2933,2025-07-09 07:27:00,Payment Decline,Resolved After Retry
18132,257939,5007,2025-09-19 06:43:00,Payment Decline,Resolved After Retry
18133,257942,30267,2025-05-01 05:57:00,Payment Decline,Resolved
18134,257947,36205,2026-04-24 21:15:00,Verification Required,Resolved
18135,257949,44844,2025-03-02 07:30:00,Payment Decline,Resolved
18136,257960,44066,2026-12-23 00:53:00,Payment Decline,Resolved After Retry
18137,258020,25127,2025-09-15 16:33:00,Account Review,Resolved After Retry
18138,258041,4214,2025-07-01 08:26:00,Repeated Payment Attempt,Resolved
18139,258083,44769,2026-02-03 05:59:00,Payment Decline,Resolved
18140,258087,4931,2025-09-23 03:29:00,Payment Decline,Resolved After Retry
18141,258089,6891,2025-09-30 17:47:00,Payment Decline,Resolved
18142,258092,31156,2025-12-31 01:06:00,Payment Decline,Resolved
18143,258133,1474,2025-01-07 23:21:00,Account Review,Unresolved
18144,258146,37916,2026-04-20 13:11:00,Payment Decline,Resolved
18145,258166,49424,2025-10-12 18:39:00,Payment Decline,Resolved
18146,258170,22540,2026-07-17 12:05:00,Verification Required,Resolved
18147,258205,9488,2025-11-09 02:37:00,Payment Decline,Resolved
18148,258220,10335,2026-08-04 00:27:00,Payment Decline,Resolved
18149,258224,8986,2025-02-08 05:19:00,Payment Decline,Resolved
18150,258244,6534,2025-09-11 20:44:00,Payment Decline,Resolved
18151,258254,22017,2025-07-16 10:13:00,Payment Decline,Resolved After Retry
18152,258260,44367,2026-08-24 17:08:00,Payment Decline,Resolved After Retry
18153,258290,1175,2025-12-24 03:47:00,Payment Decline,Resolved After Retry
18154,258293,18468,2026-10-30 09:56:00,Payment Decline,Resolved
18155,258314,28691,2026-09-18 01:52:00,Payment Decline,Unresolved
18156,258332,5774,2026-08-04 06:40:00,Verification Required,Unresolved
18157,258339,22902,2026-03-26 19:47:00,Payment Decline,Resolved
18158,258375,47222,2026-12-12 00:05:00,Payment Decline,Resolved
18159,258439,22198,2026-02-17 19:14:00,Verification Required,Resolved
18160,258454,7976,2026-04-10 03:12:00,Payment Decline,Resolved
18161,258490,42825,2026-03-14 05:32:00,Payment Decline,Resolved After Retry
18162,258494,6136,2026-10-26 02:55:00,Repeated Payment Attempt,Resolved
18163,258520,42840,2025-01-20 11:15:00,Payment Decline,Resolved After Retry
18164,258557,31701,2026-08-18 22:09:00,Verification Required,Resolved
18165,258570,34390,2026-04-09 23:58:00,Payment Decline,Resolved
18166,258601,42206,2026-05-02 17:17:00,Verification Required,Resolved
18167,258640,24591,2025-09-18 14:39:00,Payment Decline,Resolved
18168,258648,19102,2026-09-03 12:36:00,Verification Required,Resolved
18169,258657,47611,2025-06-18 20:36:00,Payment Decline,Resolved
18170,258668,32761,2025-02-19 00:57:00,Payment Decline,Resolved After Retry
18171,258690,10477,2026-03-19 12:16:00,Payment Decline,Resolved
18172,258695,19535,2025-10-16 05:21:00,Account Review,Resolved
18173,258710,19894,2025-01-10 09:07:00,Payment Decline,Resolved
18174,258720,9717,2025-01-10 22:58:00,Repeated Payment Attempt,Resolved
18175,258723,34699,2025-08-06 04:37:00,Repeated Payment Attempt,Resolved
18176,258727,23344,2026-08-21 11:12:00,Repeated Payment Attempt,Resolved
18177,258731,19130,2026-03-12 23:51:00,Payment Decline,Resolved
18178,258732,2235,2025-10-01 04:26:00,Payment Decline,Unresolved
18179,258738,20860,2025-03-08 08:55:00,Verification Required,Resolved
18180,258761,2642,2026-12-03 23:16:00,Payment Decline,Unresolved
18181,258784,31669,2026-02-18 02:46:00,Payment Decline,Unresolved
18182,258787,15182,2026-09-17 21:41:00,Payment Decline,Resolved
18183,258790,9517,2025-10-11 20:02:00,Verification Required,Resolved
18184,258792,48679,2025-03-13 14:05:00,Payment Decline,Resolved
18185,258799,34552,2026-06-18 08:56:00,Payment Decline,Resolved
18186,258804,17113,2025-10-28 06:34:00,Repeated Payment Attempt,Resolved After Retry
18187,258808,5796,2026-08-16 22:51:00,Payment Decline,Resolved
18188,258810,28140,2025-05-02 14:46:00,Repeated Payment Attempt,Resolved After Retry
18189,258836,15143,2026-01-27 10:20:00,Verification Required,Resolved
18190,258838,44331,2025-05-02 14:35:00,Payment Decline,Unresolved
18191,258840,28633,2025-02-16 23:50:00,Payment Decline,Resolved
18192,258854,32289,2026-04-09 19:39:00,Verification Required,Resolved After Retry
18193,258872,21212,2025-01-02 07:21:00,Payment Decline,Resolved
18194,258876,31207,2025-05-28 23:18:00,Repeated Payment Attempt,Unresolved
18195,258877,49951,2025-12-06 23:42:00,Repeated Payment Attempt,Resolved
18196,258887,17701,2025-03-04 02:58:00,Payment Decline,Resolved After Retry
18197,258892,35819,2025-11-25 14:38:00,Payment Decline,Resolved
18198,258894,8323,2025-08-10 18:31:00,Payment Decline,Resolved After Retry
18199,258907,14725,2026-04-07 08:30:00,Payment Decline,Resolved
18200,258932,45167,2026-06-14 08:25:00,Payment Decline,Resolved
18201,258953,3555,2025-08-09 13:13:00,Verification Required,Resolved
18202,258968,7782,2025-10-01 01:21:00,Payment Decline,Resolved
18203,258971,43150,2025-01-12 11:47:00,Repeated Payment Attempt,Resolved
18204,258980,8886,2025-09-03 10:28:00,Account Review,Unresolved
18205,258987,48055,2025-05-06 18:50:00,Repeated Payment Attempt,Resolved
18206,258991,44187,2025-06-29 04:18:00,Repeated Payment Attempt,Resolved After Retry
18207,258999,36225,2026-05-05 14:53:00,Verification Required,Resolved After Retry
18208,259004,47007,2025-03-15 18:20:00,Payment Decline,Resolved After Retry
18209,259017,31340,2026-12-07 11:19:00,Payment Decline,Resolved
18210,259026,17951,2026-07-29 18:00:00,Repeated Payment Attempt,Resolved
18211,259032,14074,2026-07-03 19:15:00,Payment Decline,Resolved
18212,259071,40475,2025-09-04 09:48:00,Payment Decline,Resolved
18213,259075,15641,2025-04-26 01:43:00,Verification Required,Resolved
18214,259083,38919,2025-01-04 10:39:00,Repeated Payment Attempt,Resolved
18215,259093,35833,2026-03-15 03:00:00,Verification Required,Unresolved
18216,259098,23884,2026-09-06 19:22:00,Payment Decline,Resolved After Retry
18217,259100,7170,2025-06-06 04:35:00,Verification Required,Unresolved
18218,259108,29327,2026-08-01 07:17:00,Payment Decline,Resolved
18219,259109,10785,2026-09-25 23:02:00,Verification Required,Resolved After Retry
18220,259119,1822,2025-04-19 11:06:00,Repeated Payment Attempt,Resolved After Retry
18221,259124,15254,2026-08-23 08:44:00,Repeated Payment Attempt,Resolved
18222,259161,27283,2026-06-03 22:12:00,Verification Required,Resolved
18223,259177,35582,2025-10-09 11:57:00,Payment Decline,Resolved
18224,259180,14152,2025-10-09 10:57:00,Payment Decline,Unresolved
18225,259181,49568,2025-12-30 20:09:00,Payment Decline,Resolved
